Wall time,Step,Value
1675966666.4892027,0,10.899999618530273
1675966669.818025,10000,17.600000381469727
1675966724.3403552,20000,117.4000015258789
1675966783.9298024,30000,131.10000610351562
1675966842.668459,40000,142.60000610351562
1675966901.1462948,50000,130.10000610351562
1675966960.957999,60000,165.8000030517578
1675967021.1058164,70000,99.0
1675967076.4490056,80000,500.0
1675967135.1773841,90000,440.5
1675967196.2066095,100000,500.0
