Wall time,Step,Value
1675967838.5367641,0,9.800000190734863
1675967842.530834,10000,9.199999809265137
1675967900.0448759,20000,125.80000305175781
1675967961.3546543,30000,134.10000610351562
1675968025.354225,40000,136.0
1675968088.2209804,50000,337.6000061035156
1675968152.5764847,60000,488.79998779296875
1675968217.9817386,70000,500.0
1675968276.5101383,80000,28.799999237060547
1675968337.251265,90000,500.0
1675968401.1184797,100000,500.0
