Wall time,Step,Value
1675966651.4186978,0,13.300000190734863
1675966654.0438066,10000,9.399999618530273
1675966687.616816,20000,142.60000610351562
1675966729.5675294,30000,251.1999969482422
1675966773.3805745,40000,313.70001220703125
1675966815.9520426,50000,249.8000030517578
1675966859.18568,60000,500.0
1675966900.9659064,70000,108.69999694824219
1675966943.4460008,80000,139.8000030517578
1675966987.149877,90000,179.0
1675967031.673091,100000,387.79998779296875
