Wall time,Step,Value
1675966033.8200185,0,9.199999809265137
1675966036.6866212,10000,9.300000190734863
1675966070.6129334,20000,147.3000030517578
1675966105.4683256,30000,168.10000610351562
1675966140.1829345,40000,109.69999694824219
1675966175.3161361,50000,205.6999969482422
1675966211.6465738,60000,500.0
1675966246.3439918,70000,101.4000015258789
1675966281.0718505,80000,112.9000015258789
1675966316.3332884,90000,252.39999389648438
1675966352.242111,100000,456.3999938964844
