Wall time,Step,Value
1675967218.5351675,0,12.100000381469727
1675967222.4748106,10000,15.100000381469727
1675967278.0375638,20000,185.6999969482422
1675967335.8736498,30000,164.8000030517578
1675967396.3426344,40000,98.69999694824219
1675967481.9894953,50000,500.0
1675967555.0909321,60000,500.0
1675967622.1735983,70000,88.5
1675967690.5901105,80000,500.0
1675967756.0024905,90000,143.39999389648438
1675967820.0598195,100000,85.0
